,Year,Quarter,Number of Workers,Number of Layoffs,revenue,costOfRevenue,grossProfit,grossProfitRatio,ResearchAndDevelopmentExpenses,GeneralAndAdministrativeExpenses,SellingAndMarketingExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestExpense,depreciationAndAmortization,EBITDA,EBITDARatio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,EPS,EPSDiluted,weightedAverageShsOut,weightedAverageShsOutDil,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferrredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,totalLiabilities,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalLiabilitiesAndStockholdersEquity,totalInvestments,totalDebt,netDebt,netIncome_cash-flow-statement,depreciationAndAmortization_cash-flow-statement,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory_cash-flow-statement,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivites,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,employee_count,percent_layoff,industry_labelled,new_cases,new_cases_smoothed,new_cases_per_million,new_deaths,new_deaths_smoothed,new_deaths_per_million
297,2019,1,2,1,4195000000.0,2221000000.0,1974000000.0,0.4705601907032181,252000000.0,0.0,0.0,396000000.0,1737000000.0,3958000000.0,171000000.0,563000000.0,737000000.0,0.1756853396901072,136000000.0,0.0324195470798569,-133000000.0,3000000.0,0.000715137067938,-17000000.0,20000000.0,0.0047675804529201,-0.07,-0.07,269882000.0,269882000.0,686000000.0,10000000.0,696000000.0,2279000000.0,2627000000.0,1242000000.0,6844000000.0,5473000000.0,23513000000.0,15705000000.0,39218000000.0,0.0,0.0,1061000000.0,45752000000.0,2000000.0,52598000000.0,0.0,3057000000.0,0.0,0.0,4051000000.0,7108000000.0,17556000000.0,0.0,5810000000.0,814000000.0,24180000000.0,0.0,31288000000.0,347000000.0,12792000000.0,-1839000000.0,10008000000.0,21310000000.0,52598000000.0,0.0,20613000000.0,19927000000.0,20000000.0,563000000.0,-81000000.0,59000000.0,-58000000.0,0.0,0.0,0.0,0.0,277000000.0,780000000.0,0.0,1000000.0,0.0,-6000000.0,-264000000.0,-269000000.0,-452000000.0,0.0,0.0,-246000000.0,-99000000.0,-797000000.0,10000000.0,-275000000.0,767000000.0,1042000000.0,780000000.0,-195000000.0,585000000.0,70093.0,2.853351975232905e-05,73,0.0,0.0,0.0,0.0,0.0,0.0
298,2019,4,49,1,4225000000.0,2247000000.0,1978000000.0,0.4681656804733727,270000000.0,0.0,0.0,0.0,1391000000.0,3638000000.0,136000000.0,530000000.0,1061000000.0,0.2511242603550296,501000000.0,0.1185798816568047,-107000000.0,394000000.0,0.0932544378698224,117000000.0,278000000.0,0.0657988165680473,0.88,0.87,271102000.0,274952000.0,560000000.0,8000000.0,568000000.0,2074000000.0,2760000000.0,1036000000.0,6438000000.0,5782000000.0,23435000000.0,14725000000.0,38160000000.0,0.0,0.0,1573000000.0,45515000000.0,0.0,51952000000.0,0.0,2456000000.0,0.0,0.0,4270000000.0,6726000000.0,16949000000.0,0.0,5785000000.0,1291000000.0,24025000000.0,0.0,30751000000.0,347000000.0,12938000000.0,-2202000000.0,10116000000.0,21201000000.0,51952000000.0,0.0,19405000000.0,18845000000.0,278000000.0,530000000.0,-71000000.0,82000000.0,102000000.0,0.0,0.0,0.0,0.0,-207000000.0,714000000.0,0.0,0.0,0.0,0.0,-287000000.0,-287000000.0,-303000000.0,0.0,0.0,-252000000.0,142000000.0,-413000000.0,6000000.0,19000000.0,609000000.0,590000000.0,714000000.0,-173000000.0,541000000.0,70093.0,0.0006990712339320617,73,0.0,0.0,0.0,0.0,0.0,0.0
299,2020,2,157,1,3855000000.0,2195000000.0,1660000000.0,0.430609597924773,262000000.0,0.0,0.0,-15000000.0,1227000000.0,3422000000.0,135000000.0,534000000.0,917000000.0,0.2378728923476005,358000000.0,0.0928664072632944,-110000000.0,248000000.0,0.0643320363164721,-38000000.0,286000000.0,0.074189364461738,0.98,0.97,282385000.0,285148000.0,2882000000.0,22000000.0,2904000000.0,1993000000.0,2945000000.0,985000000.0,8827000000.0,5841000000.0,23549000000.0,14109000000.0,37658000000.0,0.0,0.0,1632000000.0,45131000000.0,1000000.0,53959000000.0,0.0,1630000000.0,0.0,0.0,4437000000.0,6067000000.0,17090000000.0,0.0,5483000000.0,1297000000.0,23870000000.0,0.0,29937000000.0,365000000.0,12916000000.0,-2367000000.0,13106000000.0,24022000000.0,53959000000.0,0.0,18720000000.0,15838000000.0,285000000.0,534000000.0,-67000000.0,52000000.0,10000000.0,0.0,0.0,0.0,0.0,49000000.0,863000000.0,0.0,-139000000.0,0.0,0.0,-224000000.0,-363000000.0,-3406000000.0,0.0,0.0,-268000000.0,3695000000.0,21000000.0,6000000.0,525000000.0,2964000000.0,2439000000.0,863000000.0,-202000000.0,661000000.0,72000.0,0.0021805555555555554,73,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
300,2019,3,60,1,3019000000.0,2505000000.0,514000000.0,0.1702550513415038,0.0,191000000.0,0.0,-75000000.0,116000000.0,2621000000.0,-144000000.0,216000000.0,346000000.0,0.1146074859224908,398000000.0,0.1318317323617091,-124000000.0,274000000.0,0.0907585293143425,45000000.0,229000000.0,0.0758529314342497,1.73,1.7,132200000.0,134400000.0,750000000.0,0.0,750000000.0,1526000000.0,1324000000.0,157000000.0,3757000000.0,4714000000.0,0.0,7831000000.0,7831000000.0,0.0,803000000.0,-636000000.0,12712000000.0,0.0,16469000000.0,1159000000.0,104000000.0,0.0,365000000.0,411000000.0,2039000000.0,11261000000.0,0.0,803000000.0,748000000.0,12812000000.0,0.0,14851000000.0,1000000.0,1054000000.0,-386000000.0,949000000.0,1618000000.0,16469000000.0,1513000000.0,11365000000.0,10615000000.0,229000000.0,216000000.0,-36000000.0,6000000.0,395000000.0,0.0,0.0,0.0,1718000000.0,-180000000.0,630000000.0,-128000000.0,-5755000000.0,0.0,0.0,-99000000.0,-5982000000.0,-831000000.0,12000000.0,0.0,0.0,6675000000.0,5856000000.0,-9000000.0,495000000.0,750000000.0,255000000.0,630000000.0,-128000000.0,502000000.0,48000.0,0.00125,74,0.0,0.0,0.0,0.0,0.0,0.0
301,2019,4,23,1,2816000000.0,2296000000.0,520000000.0,0.1846590909090909,0.0,229000000.0,0.0,92000000.0,321000000.0,2617000000.0,-118000000.0,216000000.0,166000000.0,0.0589488636363636,199000000.0,0.0706676136363636,-131000000.0,68000000.0,0.0241477272727272,21000000.0,47000000.0,0.0166903409090909,0.36,0.35,132300000.0,134300000.0,673000000.0,0.0,673000000.0,1400000000.0,1412000000.0,188000000.0,3673000000.0,5395000000.0,0.0,7840000000.0,7840000000.0,0.0,731000000.0,-615000000.0,13351000000.0,0.0,17024000000.0,1062000000.0,96000000.0,0.0,731000000.0,188000000.0,2077000000.0,11140000000.0,0.0,731000000.0,1290000000.0,13161000000.0,0.0,15238000000.0,1000000.0,1096000000.0,-281000000.0,970000000.0,1786000000.0,17024000000.0,0.0,11236000000.0,10563000000.0,47000000.0,216000000.0,-16000000.0,19000000.0,-69000000.0,0.0,0.0,0.0,-69000000.0,21000000.0,218000000.0,-148000000.0,0.0,0.0,0.0,0.0,-148000000.0,-164000000.0,2000000.0,0.0,0.0,-2000000.0,-164000000.0,17000000.0,-77000000.0,673000000.0,750000000.0,218000000.0,-148000000.0,70000000.0,48000.0,0.00047916666666666664,74,0.0,0.0,0.0,0.0,0.0,0.0
302,2020,1,150,1,2975000000.0,2391000000.0,584000000.0,0.1963025210084033,0.0,204000000.0,0.0,96000000.0,300000000.0,2691000000.0,-111000000.0,213000000.0,275000000.0,0.0924369747899159,284000000.0,0.0954621848739495,-111000000.0,173000000.0,0.0581512605042016,47000000.0,126000000.0,0.0423529411764705,0.95,0.94,132400000.0,134100000.0,953000000.0,0.0,953000000.0,1537000000.0,1366000000.0,197000000.0,4053000000.0,5041000000.0,0.0,7768000000.0,7768000000.0,0.0,608000000.0,-521000000.0,12896000000.0,0.0,16949000000.0,1231000000.0,72000000.0,0.0,608000000.0,291000000.0,2202000000.0,11043000000.0,0.0,608000000.0,1445000000.0,13096000000.0,0.0,15298000000.0,1000000.0,1222000000.0,-548000000.0,976000000.0,1651000000.0,16949000000.0,0.0,11115000000.0,10162000000.0,126000000.0,213000000.0,28000000.0,5000000.0,-78000000.0,0.0,0.0,0.0,-78000000.0,21000000.0,315000000.0,-115000000.0,0.0,0.0,0.0,236000000.0,121000000.0,-1320000000.0,1000000.0,0.0,0.0,1187000000.0,-132000000.0,-24000000.0,280000000.0,953000000.0,673000000.0,315000000.0,-115000000.0,200000000.0,47000.0,0.0031914893617021275,74,2404.7638888888887,1538.3134444444445,7.108638888888889,46.208333333333336,25.271847222222224,0.1366388888888888
303,2007,4,150,1,734547000.0,683373000.0,51174000.0,0.069667427679917,0.0,24466000.0,0.0,447000.0,24913000.0,708286000.0,0.0,11129000.0,35190000.0,0.0479070774232281,21681000.0,0.0295161507704748,2380000.0,24061000.0,0.0327562429633502,3185000.0,20876000.0,0.0284202372346493,0.3,0.3,69330000.0,69462000.0,199198000.0,182825000.0,382023000.0,485907000.0,361952000.0,75409000.0,1305291000.0,144182000.0,283725000.0,0.0,283725000.0,0.0,0.0,29650000.0,457557000.0,0.0,1762848000.0,359422000.0,430000.0,0.0,0.0,61208000.0,421060000.0,12096000.0,0.0,9408000.0,31762000.0,53266000.0,0.0,474326000.0,7058000.0,486848000.0,1616000.0,793000000.0,1288522000.0,1762848000.0,0.0,12526000.0,-186672000.0,20876000.0,11129000.0,-694000.0,0.0,22082000.0,0.0,20986000.0,0.0,884231000.0,1980000.0,55373000.0,-6689000.0,3234000.0,-175200000.0,207815000.0,167000.0,29327000.0,0.0,419000.0,-50562000.0,0.0,-474000.0,-50617000.0,1534000.0,35617000.0,199198000.0,163581000.0,55373000.0,-6689000.0,48684000.0,10920.0,0.013736263736263736,75,0.0,0.0,0.0,0.0,0.0,0.0
304,2014,4,140,1,709547000.0,653858000.0,55689000.0,0.0784852870916232,0.0,27628000.0,0.0,0.0,27628000.0,681486000.0,447000.0,12464000.0,41975000.0,0.0591574624373015,28653000.0,0.0403821029473734,411000.0,29064000.0,0.0409613457600412,5053000.0,24011000.0,0.0338399006690184,0.45,0.45,53020000.0,53609000.0,427376000.0,0.0,427376000.0,520961000.0,401261000.0,38955000.0,1388553000.0,190180000.0,45970000.0,0.0,45970000.0,1008000.0,25017000.0,28161000.0,290336000.0,0.0,1678889000.0,289786000.0,676000.0,5470000.0,0.0,63166000.0,359098000.0,0.0,0.0,2106000.0,26645000.0,28751000.0,0.0,387849000.0,5300000.0,645500000.0,-9475000.0,649715000.0,1291040000.0,1678889000.0,0.0,9521000.0,-417855000.0,24011000.0,12464000.0,1378000.0,801000.0,-14227000.0,13171000.0,32450000.0,-54191000.0,1354000.0,-1671000.0,22756000.0,-8468000.0,5512000.0,0.0,226000.0,-140000.0,-2870000.0,-151000.0,0.0,-18755000.0,0.0,7195000.0,-11711000.0,-1035000.0,7140000.0,427376000.0,420236000.0,22756000.0,-8775000.0,13981000.0,10940.0,0.012797074954296161,75,0.0,0.0,0.0,0.0,0.0,0.0
305,2015,3,72,1,630191000.0,575907000.0,54284000.0,0.0861389642187844,0.0,27040000.0,0.0,0.0,27040000.0,602947000.0,495000.0,12010000.0,37283000.0,0.0591614288366542,26148000.0,0.0414921825287888,-1370000.0,24778000.0,0.0393182384388225,4213000.0,20565000.0,0.03263296365705,0.4,0.4,51192000.0,51588000.0,462094000.0,0.0,462094000.0,467271000.0,421532000.0,41264000.0,1392161000.0,181187000.0,45970000.0,0.0,45970000.0,935000.0,22078000.0,24773000.0,274943000.0,0.0,1667104000.0,272274000.0,751000.0,4152000.0,0.0,63982000.0,341159000.0,0.0,0.0,2106000.0,25536000.0,27642000.0,0.0,368801000.0,5092000.0,673040000.0,-11894000.0,632065000.0,1298303000.0,1667104000.0,0.0,9021000.0,-453073000.0,20565000.0,12010000.0,2481000.0,2001000.0,40598000.0,33611000.0,23387000.0,-12663000.0,-561000.0,-46000.0,77609000.0,-7672000.0,0.0,0.0,0.0,21000.0,-7651000.0,-173000.0,0.0,-17765000.0,0.0,217000.0,-17721000.0,542000.0,52779000.0,462094000.0,409315000.0,77609000.0,-7876000.0,69733000.0,10500.0,0.006857142857142857,75,0.0,0.0,0.0,0.0,0.0,0.0
306,2016,4,89,1,607507000.0,550037000.0,57470000.0,0.0945997330071916,0.0,28366000.0,0.0,2893000.0,31259000.0,581296000.0,2369000.0,13137000.0,37904000.0,0.0623926967096675,23548000.0,0.0387616932809004,-1150000.0,22398000.0,0.0368687109778159,3830000.0,18568000.0,0.0305642568727603,0.38,0.37,49063000.0,49544000.0,681433000.0,0.0,681433000.0,440838000.0,381334000.0,28057000.0,1531662000.0,166148000.0,191616000.0,0.0,191616000.0,0.0,6572000.0,102670000.0,467006000.0,0.0,1998668000.0,326249000.0,12396000.0,3534000.0,0.0,70202000.0,412381000.0,211252000.0,0.0,0.0,9570000.0,220822000.0,0.0,633203000.0,4933000.0,748615000.0,-14176000.0,626093000.0,1365465000.0,1998668000.0,0.0,223648000.0,-457785000.0,18568000.0,13137000.0,4478000.0,1020000.0,7735000.0,-24203000.0,13758000.0,16856000.0,-2064000.0,-448000.0,44490000.0,-6352000.0,0.0,0.0,0.0,-458000.0,-6810000.0,-28077000.0,0.0,-1067000.0,0.0,38645000.0,9501000.0,-1431000.0,45750000.0,681433000.0,635683000.0,44490000.0,-6936000.0,37554000.0,9900.0,0.00898989898989899,75,0.0,0.0,0.0,0.0,0.0,0.0
307,2019,4,181,1,508444000.0,467719000.0,40725000.0,0.0800973165186333,0.0,37691000.0,0.0,2366000.0,40057000.0,507776000.0,1650000.0,12038000.0,2785000.0,0.0054774960467622,-9281000.0,-0.0182537309910235,-1622000.0,-10903000.0,-0.0214438561572169,-3972000.0,-6931000.0,-0.0136317863914216,-0.19,-0.19,36928000.0,36928000.0,347558000.0,0.0,347558000.0,486604000.0,314956000.0,45964000.0,1195082000.0,282678000.0,192116000.0,75793000.0,267909000.0,0.0,5274000.0,8931000.0,564792000.0,0.0,1759874000.0,302994000.0,8825000.0,7895000.0,0.0,139531000.0,459245000.0,138912000.0,0.0,13504000.0,133381000.0,285797000.0,0.0,745042000.0,3696000.0,515876000.0,-16759000.0,512019000.0,1014832000.0,1759874000.0,0.0,147737000.0,-199821000.0,-6931000.0,12038000.0,-2573000.0,1733000.0,27024000.0,13755000.0,1319000.0,296000.0,-479000.0,4531000.0,35822000.0,-8830000.0,0.0,0.0,0.0,-343000.0,-9173000.0,-2180000.0,0.0,-3760000.0,-5556000.0,-678000.0,-12174000.0,1439000.0,15914000.0,363956000.0,348042000.0,35822000.0,-9176000.0,26646000.0,10600.0,0.017075471698113208,75,0.0,0.0,0.0,0.0,0.0,0.0
308,2020,2,190,1,490966000.0,456294000.0,34672000.0,0.0706199614637266,0.0,28516000.0,0.0,2371000.0,30887000.0,487181000.0,2351000.0,12339000.0,10786000.0,0.0219689347123833,-1872000.0,-0.0038128913203765,-2032000.0,-3904000.0,-0.0079516707877938,-497000.0,-3407000.0,-0.0069393807310485,-0.09,-0.09,36439000.0,36439000.0,351167000.0,0.0,351167000.0,456258000.0,363665000.0,37029000.0,1208119000.0,272171000.0,192116000.0,72176000.0,264292000.0,0.0,5336000.0,8117000.0,549916000.0,0.0,1758035000.0,304601000.0,8912000.0,5207000.0,0.0,145900000.0,464620000.0,164664000.0,0.0,11775000.0,132616000.0,309055000.0,0.0,773675000.0,3646000.0,493451000.0,-21292000.0,508555000.0,984360000.0,1758035000.0,0.0,173576000.0,-177591000.0,-3407000.0,12339000.0,555000.0,3305000.0,8029000.0,13942000.0,-24899000.0,-7902000.0,-1566000.0,2206000.0,23027000.0,-9546000.0,873000.0,0.0,0.0,-550000.0,-9223000.0,-67205000.0,0.0,0.0,-5827000.0,-29000.0,-73061000.0,3890000.0,-55367000.0,356419000.0,411786000.0,23027000.0,-10394000.0,12633000.0,11234.0,0.01691294285205626,75,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
309,2020,2,69,1,2938000.0,1997000.0,941000.0,0.320285908781484,690000.0,2137000.0,2093000.0,0.0,4920000.0,6917000.0,625000.0,311000.0,-3708000.0,-1.26208304969367,-3979000.0,-1.35432266848196,-665000.0,-4644000.0,-1.58066712049013,53000.0,-4697000.0,-1.59870660313138,-0.12,-0.12,37990000.0,37990000.0,5437000.0,0.0,5437000.0,4119000.0,11932000.0,1406000.0,22894000.0,1430000.0,2926000.0,0.0,2926000.0,0.0,0.0,506000.0,4862000.0,0.0,27756000.0,2510000.0,13762000.0,19000.0,1486000.0,3312000.0,21089000.0,3140000.0,412000.0,0.0,1806000.0,5358000.0,0.0,26447000.0,50000.0,-245251000.0,-645000.0,247155000.0,1309000.0,27756000.0,0.0,16902000.0,11465000.0,-4697000.0,311000.0,32000.0,800000.0,-1770000.0,609000.0,260000.0,0.0,-473000.0,119000.0,-5205000.0,-72000.0,0.0,0.0,0.0,0.0,-72000.0,0.0,0.0,0.0,0.0,9128000.0,9128000.0,75000.0,3926000.0,5749000.0,1823000.0,-5205000.0,-72000.0,-5277000.0,135.0,0.5111111111111111,76,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
310,2020,2,458,2,128024000.0,129360000.0,-1336000.0,-0.0104355433356245,0.0,14472000.0,0.0,18505000.0,32977000.0,162337000.0,1942000.0,18353000.0,-25719000.0,-0.2008920202462038,-45733000.0,-0.3572220833593701,-281000.0,-46014000.0,-0.3594169843154408,-17064000.0,-28950000.0,-0.2261294757233019,-1.38,-1.38,20951000.0,20951000.0,86741000.0,0.0,86741000.0,15492000.0,10504000.0,6768000.0,119505000.0,936544000.0,4673000.0,0.0,4673000.0,0.0,3860000.0,38148000.0,983225000.0,0.0,1102730000.0,43016000.0,33306000.0,0.0,0.0,86385000.0,162707000.0,615297000.0,0.0,0.0,12132000.0,627429000.0,0.0,790136000.0,0.0,244376000.0,0.0,68218000.0,312594000.0,1102730000.0,0.0,648603000.0,561862000.0,-28950000.0,18353000.0,-17125000.0,2240000.0,20110000.0,0.0,-572000.0,17996000.0,-1345000.0,18742000.0,13370000.0,-8587000.0,0.0,0.0,0.0,0.0,-8587000.0,-409900000.0,0.0,0.0,-12000.0,411561000.0,1649000.0,0.0,6432000.0,86741000.0,80309000.0,13370000.0,-8587000.0,4783000.0,17000.0,0.026941176470588236,78,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
311,2009,3,74,2,-1500000000.0,0.0,0.0,0.0,0.0,1422000000.0,104000000.0,0.0,0.0,0.0,113000000.0,193000000.0,-3679000000.0,-2.4526666666666666,0.0,0.0,0.0,-3965000000.0,-2.643333333333333,-1527000000.0,-2458000000.0,-1.6386666666666667,-2.05,-2.05,1197414000.0,1197414000.0,67688000000.0,48032000000.0,115720000000.0,699000000.0,0.0,0.0,0.0,1682000000.0,16022000000.0,5574000000.0,21596000000.0,62302000000.0,0.0,0.0,0.0,212007000000.0,212007000000.0,10458000000.0,163000000.0,3855000000.0,0.0,0.0,0.0,18766000000.0,0.0,0.0,0.0,0.0,183691000000.0,183691000000.0,12000000.0,8462000000.0,-1947000000.0,21768000000.0,28295000000.0,211986000000.0,110334000000.0,18929000000.0,-48759000000.0,-2438000000.0,193000000.0,-1474000000.0,0.0,930000000.0,0.0,0.0,0.0,-241000000.0,4994000000.0,2205000000.0,-95000000.0,0.0,-6372000000.0,2380000000.0,-2002000000.0,-6089000000.0,-315000000.0,6000000.0,-3000000.0,-112000000.0,3810000000.0,3386000000.0,20000000.0,-478000000.0,3358000000.0,3836000000.0,2205000000.0,-95000000.0,2110000000.0,42200.0,0.0017535545023696683,79,0.0,0.0,0.0,0.0,0.0,0.0
312,2010,2,39,1,3358000000.0,0.0,0.0,0.0,0.0,1490000000.0,106000000.0,0.0,0.0,0.0,140000000.0,144000000.0,1246000000.0,0.3710541989279333,0.0,0.0,0.0,1006000000.0,0.2995830851697439,304000000.0,658000000.0,0.1959499702203692,0.54,0.54,1204557000.0,1208830000.0,79724000000.0,0.0,79724000000.0,6008000000.0,0.0,0.0,0.0,1548000000.0,16106000000.0,5354000000.0,21460000000.0,63703000000.0,0.0,0.0,0.0,235693000000.0,235693000000.0,0.0,7000000.0,0.0,0.0,0.0,0.0,18767000000.0,0.0,0.0,0.0,0.0,204588000000.0,204588000000.0,12000000.0,9875000000.0,-1509000000.0,22018000000.0,30396000000.0,234984000000.0,0.0,18774000000.0,-60950000000.0,668000000.0,144000000.0,-36000000.0,0.0,-2108000000.0,0.0,0.0,0.0,-1536000000.0,-1000000.0,-1333000000.0,-38000000.0,-115000000.0,-3354000000.0,4942000000.0,-16292000000.0,-14857000000.0,-635000000.0,5000000.0,-4000000.0,-110000000.0,17215000000.0,16471000000.0,-19000000.0,262000000.0,3569000000.0,3307000000.0,-1333000000.0,-38000000.0,-1371000000.0,48000.0,0.0008125,79,0.0,0.0,0.0,0.0,0.0,0.0
313,2010,3,125,2,3423000000.0,0.0,0.0,0.0,0.0,1452000000.0,94000000.0,0.0,0.0,0.0,141000000.0,156000000.0,1139000000.0,0.3327490505404616,0.0,0.0,0.0,834000000.0,0.2436459246275197,220000000.0,622000000.0,0.1817119485831142,0.51,0.51,1219607843.0,1219607843.0,79751000000.0,0.0,79751000000.0,580000000.0,0.0,0.0,0.0,1677000000.0,18073000000.0,5818000000.0,23891000000.0,86109000000.0,0.0,0.0,0.0,254157000000.0,254157000000.0,0.0,9000000.0,0.0,0.0,0.0,0.0,18940000000.0,0.0,0.0,0.0,0.0,221307000000.0,221307000000.0,12000000.0,10386000000.0,-969000000.0,22724000000.0,32153000000.0,253460000000.0,0.0,18949000000.0,-60802000000.0,625000000.0,156000000.0,836000000.0,0.0,1451000000.0,0.0,0.0,0.0,1146000000.0,-37000000.0,3031000000.0,-38000000.0,-2545000000.0,-7311000000.0,2959000000.0,5029000000.0,-1906000000.0,260000000.0,682000000.0,-15000000.0,-109000000.0,-1871000000.0,-1053000000.0,52000000.0,124000000.0,3693000000.0,3569000000.0,3031000000.0,-38000000.0,2993000000.0,48000.0,0.0026041666666666665,79,0.0,0.0,0.0,0.0,0.0,0.0
314,2011,2,98,1,3752000000.0,0.0,0.0,0.0,0.0,1584000000.0,109000000.0,0.0,0.0,0.0,195000000.0,183000000.0,1390000000.0,0.3704690831556503,0.0,0.0,0.0,1034000000.0,0.2755863539445629,277000000.0,735000000.0,0.1958955223880597,0.59,0.59,1230406000.0,1233710000.0,122270000000.0,0.0,122270000000.0,628000000.0,0.0,0.0,0.0,1729000000.0,18191000000.0,5514000000.0,23705000000.0,87989000000.0,0.0,0.0,0.0,304706000000.0,304706000000.0,11512000000.0,36000000.0,6053000000.0,0.0,0.0,0.0,19341000000.0,0.0,0.0,0.0,0.0,269983000000.0,269983000000.0,12000000.0,11977000000.0,-751000000.0,22613000000.0,33851000000.0,303834000000.0,0.0,19377000000.0,-102893000000.0,735000000.0,183000000.0,212000000.0,0.0,-493000000.0,0.0,0.0,0.0,728000000.0,-66000000.0,571000000.0,-203000000.0,-8000000.0,-8453000000.0,6733000000.0,-33613000000.0,-35544000000.0,459000000.0,7000000.0,-273000000.0,-162000000.0,36439000000.0,36470000000.0,5000000.0,1502000000.0,5560000000.0,4058000000.0,571000000.0,-203000000.0,368000000.0,48700.0,0.0020123203285420943,79,0.0,0.0,0.0,0.0,0.0,0.0
315,2015,1,50,1,3753000000.0,0.0,0.0,0.0,0.0,1485000000.0,0.0,0.0,0.0,0.0,79000000.0,340000000.0,1478000000.0,0.393818278710365,0.0,0.0,0.0,1149000000.0,0.3061550759392486,280000000.0,779000000.0,0.2075672795097255,0.67,0.67,1118602000.0,1126306000.0,115808000000.0,87717000000.0,203525000000.0,8702000000.0,0.0,0.0,0.0,1410000000.0,17663000000.0,5379000000.0,23042000000.0,144416000000.0,0.0,0.0,0.0,399088000000.0,399088000000.0,21959000000.0,0.0,6258000000.0,0.0,0.0,0.0,21270000000.0,0.0,0.0,0.0,0.0,360208000000.0,360208000000.0,13000000.0,18257000000.0,-2182000000.0,19678000000.0,37328000000.0,397536000000.0,232133000000.0,21270000000.0,-94538000000.0,779000000.0,340000000.0,-107000000.0,0.0,-1044000000.0,0.0,0.0,0.0,-1044000000.0,-32000000.0,-64000000.0,-162000000.0,-9000000.0,-22334000000.0,14989000000.0,-2787000000.0,-10303000000.0,-2005000000.0,6000000.0,-400000000.0,-205000000.0,13191000000.0,10587000000.0,-23000000.0,197000000.0,7167000000.0,6970000000.0,-64000000.0,-162000000.0,-226000000.0,51200.0,0.0009765625,79,0.0,0.0,0.0,0.0,0.0,0.0
316,2018,1,110,1,1187234000.0,894612000.0,292622000.0,0.2464737364327504,0.0,157110000.0,0.0,114255000.0,271365000.0,1165977000.0,72540000.0,118211000.0,-250852000.0,-0.2112911186842694,-413831000.0,-0.3485673422425571,-27818000.0,-441649000.0,-0.371998274982017,15585000.0,-457188000.0,-0.3850866804690566,-2.45,-2.45,186880000.0,186880000.0,335412000.0,174649000.0,510061000.0,125473000.0,0.0,256537000.0,892071000.0,5177668000.0,154131000.0,658487000.0,812618000.0,77839000.0,0.0,227232000.0,6295357000.0,0.0,7187428000.0,73358000.0,605006000.0,0.0,72954000.0,312987000.0,1064305000.0,3342840000.0,0.0,85776000.0,1614946000.0,5043562000.0,0.0,6107867000.0,1938000.0,-2998201000.0,-3176950000.0,7253257000.0,1080044000.0,7187911000.0,252488000.0,3947846000.0,3612434000.0,-457188000.0,118211000.0,15037000.0,8406000.0,-30400000.0,3488000.0,0.0,0.0,12289000.0,383898000.0,37964000.0,0.0,-8434000.0,0.0,118273000.0,-18684000.0,91155000.0,-44001000.0,0.0,0.0,0.0,27897000.0,-16104000.0,0.0,113015000.0,395561000.0,282546000.0,37964000.0,-66592000.0,-28628000.0,43200.0,0.0025462962962962965,80,0.0,0.0,0.0,0.0,0.0,0.0
