,Symbol,Company,Year,Quarter,Number of Workers,Number of Layoffs,statement_date,revenue,costOfRevenue,grossProfit,grossProfitRatio,ResearchAndDevelopmentExpenses,GeneralAndAdministrativeExpenses,SellingAndMarketingExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestExpense,depreciationAndAmortization,EBITDA,EBITDARatio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,EPS,EPSDiluted,weightedAverageShsOut,weightedAverageShsOutDil,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferrredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,totalLiabilities,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalLiabilitiesAndStockholdersEquity,totalInvestments,totalDebt,netDebt,netIncome_cash-flow-statement,depreciationAndAmortization_cash-flow-statement,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory_cash-flow-statement,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivites,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,employee_count,industry,new_cases,new_cases_smoothed,new_cases_per_million,new_deaths,new_deaths_smoothed,new_deaths_per_million
50,CAH,Cardinal Health Inc. Common Stock,2021,2,165,4,2021-06-30,42586000000.0,41111000000.0,1475000000.0,0.034635795801437,0.0,0.0,0.0,106000000.0,1235000000.0,42346000000.0,44000000.0,180000000.0,344000000.0,0.0080777720377588,162000000.0,0.0038040670642934,-43000000.0,119000000.0,0.0027943455595735,4000000.0,116000000.0,0.0027238998731977,0.4,0.4,290000000.0,293000000.0,3407000000.0,0.0,3407000000.0,9103000000.0,14594000000.0,3944000000.0,31048000000.0,2360000000.0,7989000000.0,2105000000.0,10094000000.0,0.0,0.0,951000000.0,13405000000.0,0.0,44453000000.0,23700000000.0,871000000.0,0.0,0.0,3053000000.0,27624000000.0,5365000000.0,0.0,9670000000.0,0.0,15035000000.0,0.0,42659000000.0,2806000000.0,1205000000.0,-34000000.0,-2186000000.0,1791000000.0,44450000000.0,0.0,6236000000.0,2829000000.0,116000000.0,180000000.0,496000000.0,5000000.0,-163000000.0,-393000000.0,-261000000.0,1058000000.0,0.0,31000000.0,665000000.0,-126000000.0,0.0,-4000000.0,42000000.0,0.0,-88000000.0,0.0,0.0,0.0,-141000000.0,-508000000.0,-649000000.0,3000000.0,-92000000.0,3407000000.0,3499000000.0,665000000.0,-126000000.0,539000000.0,0.0,,35160.42857142857,36779.50389010989,103.9358021978022,523.8351648351648,540.9042307692308,1.5484285714285717
51,CAKE,Cheesecake Factory Incorporated (The) Common Stock,2020,2,784,4,2020-06-30,295851000.0,194951000.0,100900000.0,0.3410500556023133,0.0,35712000.0,0.0,146362000.0,182074000.0,377025000.0,2566000.0,22590000.0,-61120000.0,-0.2065904796671297,-83710000.0,-0.2829464831959331,-2566000.0,-86276000.0,-0.2916197680589215,-29737000.0,-56539000.0,-0.1911063339316074,-1.61,-1.61,43874000.0,43874000.0,250155000.0,0.0,250155000.0,127597000.0,40511000.0,36342000.0,454605000.0,2074026000.0,1451000.0,252879000.0,254330000.0,0.0,0.0,84320000.0,2412676000.0,0.0,2867281000.0,57532000.0,120350000.0,0.0,162241000.0,192549000.0,532672000.0,1618035000.0,0.0,23479000.0,137087000.0,1778601000.0,0.0,2311273000.0,985000.0,1184919000.0,-4804000.0,-829171000.0,556008000.0,2867281000.0,0.0,1738385000.0,1488230000.0,-56539000.0,22590000.0,58000.0,5110000.0,23759000.0,0.0,7314000.0,3690000.0,-17768000.0,2318000.0,-2704000.0,-13649000.0,0.0,0.0,0.0,-99000.0,-13748000.0,-4000000.0,0.0,-266000.0,0.0,189743000.0,185477000.0,107000.0,169132000.0,250155000.0,81023000.0,-2704000.0,-13748000.0,-16452000.0,42500.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
52,CAL,Caleres Inc. Common Stock,2020,2,780,3,2020-08-01,501448000.0,318828000.0,182620000.0,0.364185319315263,0.0,0.0,0.0,0.0,201331000.0,520159000.0,13387000.0,14489000.0,-6027000.0,-0.0120191924187552,-24140000.0,-0.0481405848662274,-9715000.0,-33855000.0,-0.0675144780715049,-3186000.0,-30717000.0,-0.0612566008838404,-0.83,-0.83,37113000.0,37113000.0,148544000.0,0.0,148544000.0,162907000.0,574830000.0,43768000.0,930049000.0,818474000.0,4956000.0,265405000.0,270361000.0,0.0,9456000.0,84054000.0,1182345000.0,0.0,2112394000.0,280319000.0,521247000.0,8310000.0,0.0,208024000.0,1017900000.0,778020000.0,0.0,13051000.0,58289000.0,849360000.0,0.0,1867260000.0,379000.0,116385000.0,-31437000.0,156913000.0,242240000.0,2109500000.0,0.0,1299267000.0,1150723000.0,-30669000.0,14489000.0,0.0,2050000.0,77171000.0,0.0,11393000.0,-17570000.0,0.0,3751000.0,66792000.0,-2871000.0,0.0,0.0,0.0,-1243000.0,-4114000.0,-170500000.0,0.0,-10416000.0,-2685000.0,81607000.0,-101994000.0,143000.0,-39173000.0,148544000.0,187717000.0,66792000.0,-4114000.0,62678000.0,11400.0,Footwear & Accessories,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
53,CAMP,CalAmp Corp. Common Stock,2020,4,1,1,2020-02-29,87204000.0,53866000.0,33338000.0,0.382298977111142,6884000.0,13009000.0,15336000.0,2638000.0,37867000.0,91733000.0,4098000.0,8250000.0,-16789000.0,-0.192525572221458,-24952000.0,-0.286133663593413,-4185000.0,-29137000.0,-0.334124581441218,26690000.0,-55827000.0,-0.640188523462227,-1.65,-1.65,33915000.0,33915000.0,107404000.0,0.0,107404000.0,72273000.0,36778000.0,21411000.0,237866000.0,76504000.0,106335000.0,45895000.0,152230000.0,0.0,4437000.0,24768000.0,257939000.0,0.0,495805000.0,28450000.0,37781000.0,0.0,36081000.0,19163000.0,121475000.0,201367000.0,27452000.0,122000.0,7470000.0,236411000.0,0.0,357886000.0,343000.0,-81531000.0,-1375000.0,220482000.0,137919000.0,495805000.0,0.0,239148000.0,131744000.0,-55827000.0,8250000.0,24253000.0,3043000.0,7233000.0,10747000.0,6764000.0,-8788000.0,-1892000.0,21289000.0,8241000.0,0.0,-548000.0,0.0,1926000.0,-4762000.0,-3384000.0,0.0,0.0,0.0,0.0,642000.0,642000.0,271000.0,5770000.0,107404000.0,101634000.0,8241000.0,-4555000.0,3686000.0,1080.0,,134353.27173913043,129908.33697826088,397.1542608695652,1541.7934782608695,1481.576043478261,4.5575978260869565
54,CAR,Avis Budget Group Inc. Common Stock,2020,2,85,1,2020-06-30,760000000.0,376000000.0,384000000.0,0.5052631578947369,0.0,132000000.0,0.0,693000000.0,825000000.0,1201000000.0,138000000.0,598000000.0,127000000.0,0.1671052631578947,-441000000.0,-0.5802631578947368,-168000000.0,-609000000.0,-0.8013157894736842,-128000000.0,-481000000.0,-0.6328947368421053,-6.91,-6.91,69600000.0,69600000.0,1258000000.0,0.0,1258000000.0,671000000.0,0.0,311000000.0,2240000000.0,13882000000.0,1077000000.0,790000000.0,1867000000.0,725000000.0,1737000000.0,1239000000.0,19450000000.0,0.0,21690000000.0,389000000.0,532000000.0,201000000.0,112000000.0,869000000.0,2103000000.0,16650000000.0,0.0,2013000000.0,1077000000.0,19740000000.0,0.0,21843000000.0,1000000.0,-1425000000.0,-223000000.0,1494000000.0,-153000000.0,21690000000.0,0.0,17182000000.0,15924000000.0,-481000000.0,598000000.0,0.0,4000000.0,-50000000.0,0.0,0.0,-2000000.0,-128000000.0,-91000000.0,-20000000.0,-466000000.0,0.0,0.0,60000000.0,2205000000.0,1799000000.0,-5237000000.0,0.0,0.0,0.0,4051000000.0,-1186000000.0,25000000.0,618000000.0,1339000000.0,721000000.0,-20000000.0,-466000000.0,-486000000.0,20000.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
55,CAR,Avis Budget Group Inc. Common Stock,2020,3,199,3,2020-09-30,1534000000.0,365000000.0,1169000000.0,0.7620599739243807,0.0,166000000.0,0.0,899000000.0,1065000000.0,1430000000.0,141000000.0,675000000.0,869000000.0,0.5664928292046936,104000000.0,0.0677966101694915,-51000000.0,53000000.0,0.0345501955671447,8000000.0,45000000.0,0.029335071707953,0.64,0.63,69700000.0,70200000.0,1564000000.0,0.0,1564000000.0,748000000.0,0.0,323000000.0,2635000000.0,11829000000.0,1112000000.0,780000000.0,1892000000.0,670000000.0,1443000000.0,1127000000.0,16961000000.0,0.0,19596000000.0,404000000.0,520000000.0,249000000.0,0.0,993000000.0,2166000000.0,14650000000.0,0.0,1685000000.0,1171000000.0,17506000000.0,0.0,19672000000.0,1000000.0,-1380000000.0,-194000000.0,1497000000.0,-76000000.0,19596000000.0,0.0,15170000000.0,13606000000.0,45000000.0,675000000.0,0.0,4000000.0,-47000000.0,0.0,0.0,39000000.0,1000000.0,-395000000.0,282000000.0,-564000000.0,0.0,-68000000.0,123000000.0,2675000000.0,2166000000.0,-5775000000.0,0.0,-1000000.0,0.0,3617000000.0,-2159000000.0,32000000.0,321000000.0,1660000000.0,1339000000.0,282000000.0,-564000000.0,-282000000.0,20000.0,,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
56,CCL,Carnival Corporation Common Stock,2020,2,157,1,2020-08-31,31000000.0,1549000000.0,-1518000000.0,-48.96774193548387,0.0,0.0,0.0,551000000.0,816000000.0,2365000000.0,310000000.0,551000000.0,-1999000000.0,-64.48387096774194,-2333000000.0,-75.25806451612904,-528000000.0,-2861000000.0,-92.29032258064515,-2000000.0,-2858000000.0,-92.19354838709675,-3.69,-3.69,775000000.0,775000000.0,8176000000.0,0.0,8176000000.0,376000000.0,349000000.0,367000000.0,9268000000.0,38305000000.0,807000000.0,1186000000.0,1993000000.0,0.0,0.0,1252000000.0,41550000000.0,0.0,50818000000.0,691000000.0,6145000000.0,0.0,2150000000.0,1198000000.0,10184000000.0,20197000000.0,0.0,0.0,934000000.0,21131000000.0,0.0,31315000000.0,369000000.0,18297000000.0,-1439000000.0,2276000000.0,19503000000.0,50818000000.0,0.0,26342000000.0,18166000000.0,-2859000000.0,551000000.0,0.0,14000000.0,-1795000000.0,0.0,13000000.0,-1149000000.0,-552000000.0,1244000000.0,-2845000000.0,-231000000.0,0.0,0.0,0.0,35000000.0,-196000000.0,-513000000.0,220000000.0,0.0,0.0,4567000000.0,4274000000.0,62000000.0,1295000000.0,8191000000.0,6896000000.0,-2845000000.0,-231000000.0,-3076000000.0,0.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
57,CENX,Century Aluminum Company Common Stock,2020,4,566,1,2020-12-31,389100000.0,390300000.0,-1200000.0,-0.0030840400925212,0.0,11800000.0,0.0,0.0,12000000.0,402300000.0,9000000.0,21300000.0,-6700000.0,-0.01721922384991,-13200000.0,-0.0339244410177332,-23700000.0,-36900000.0,-0.0948342328450269,-1500000.0,-35500000.0,-0.0912361860704189,-0.4,-0.4,89700000.0,89700000.0,81600000.0,0.0,81600000.0,61300000.0,291100000.0,22000000.0,456000000.0,880400000.0,0.0,0.0,0.0,0.0,0.0,63200000.0,943600000.0,0.0,1399600000.0,106100000.0,27800000.0,0.0,0.0,106400000.0,240300000.0,288100000.0,0.0,89200000.0,235900000.0,613200000.0,0.0,853500000.0,1000000.0,-1779800000.0,-118800000.0,2443700000.0,546100000.0,1399600000.0,0.0,315900000.0,234300000.0,-35500000.0,21300000.0,0.0,0.0,8600000.0,-400000.0,-27800000.0,32600000.0,-2900000.0,15200000.0,9600000.0,-1900000.0,0.0,0.0,0.0,1500000.0,-400000.0,-95300000.0,0.0,0.0,0.0,85300000.0,-10000000.0,0.0,-800000.0,84300000.0,85100000.0,9600000.0,-1900000.0,7700000.0,2078.0,,134353.27173913043,129908.33697826088,397.1542608695652,1541.7934782608695,1481.576043478261,4.5575978260869565
58,CHK,Chesapeake Energy Corporation Common Stock,2021,1,220,1,2021-03-31,880000.0,0.0,880000.0,1.0,0.0,15000.0,277000.0,-291405.0,595.0,595000.0,12000.0,122000.0,134295.0,0.1526079545454545,285000000.0,323.8636363636364,-284999705.0,295.0,0.0003352272727272,0.0,295.0,0.0003352272727272,3.016359918200409e-05,3.016359918200409e-05,9780000.0,9780000.0,340000000.0,0.0,340000000.0,704000000.0,0.0,146000000.0,1190000000.0,5604000000.0,0.0,0.0,0.0,0.0,0.0,110000000.0,5714000000.0,0.0,6904000000.0,346000000.0,27000000.0,60000000.0,18000000.0,992000000.0,1443000000.0,1262000000.0,0.0,0.0,318000000.0,1580000000.0,0.0,3023000000.0,1000000.0,295000000.0,0.0,3585000000.0,3881000000.0,6904000000.0,0.0,1289000000.0,949000000.0,295.0,122000.0,0.0,0.0,1733000000.0,0.0,0.0,0.0,-253000000.0,-1732713295.0,409000.0,4000.0,0.0,0.0,0.0,-77000.0,-73000.0,0.0,0.0,0.0,0.0,-53000.0,-53000.0,0.0,521000.0,408000.0,-113000.0,409000.0,4000.0,413000.0,0.0,,116989.85555555556,120848.29998888887,345.8272666666667,2236.0666666666666,2291.7285555555554,6.609944444444444
59,CLW,Clearwater Paper Corporation Common Stock,2021,2,285,1,2021-06-30,406400000.0,392200000.0,14200000.0,0.0349409448818897,0.0,25200000.0,0.0,0.0,25200000.0,417400000.0,9100000.0,26800000.0,-32400000.0,-0.0797244094488189,-56600000.0,-0.1392716535433071,-11800000.0,-68400000.0,-0.1683070866141732,-16700000.0,-51600000.0,-0.1269685039370078,-3.1,-3.1,16685000.0,16685000.0,60900000.0,0.0,60900000.0,143900000.0,282900000.0,10900000.0,498600000.0,1182600000.0,0.0,0.0,0.0,0.0,0.0,69700000.0,1252300000.0,0.0,1750900000.0,149900000.0,17700000.0,14400000.0,0.0,73900000.0,255900000.0,716200000.0,0.0,212300000.0,78500000.0,1007000000.0,0.0,1262900000.0,0.0,519200000.0,-50500000.0,19300000.0,488000000.0,1750900000.0,0.0,733900000.0,673000000.0,-51600000.0,26800000.0,-21400000.0,700000.0,21300000.0,-12900000.0,4900000.0,0.0,242700000.0,38500000.0,14300000.0,-9900000.0,0.0,0.0,0.0,0.0,-9900000.0,-400000.0,0.0,0.0,0.0,-100000.0,-500000.0,0.0,3800000.0,62000000.0,58200000.0,14300000.0,-9900000.0,4400000.0,0.0,,35160.42857142857,36779.50389010989,103.9358021978022,523.8351648351648,540.9042307692308,1.5484285714285717
60,CMCO,Columbus McKinnon Corporation Common Stock,2020,3,69,1,2020-09-30,157790000.0,101765000.0,56025000.0,0.3550605234805754,2896000.0,15554000.0,18563000.0,3192000.0,40205000.0,141970000.0,3018000.0,7129000.0,5998000.0,0.0380125483237214,15820000.0,0.1002598390265542,-19969000.0,-4149000.0,-0.0262944419798466,-45000.0,-4104000.0,-0.0260092528043602,-0.17,-0.17,23883000.0,23883000.0,186556000.0,0.0,186556000.0,92540000.0,112095000.0,18124000.0,409315000.0,72782000.0,330859000.0,219434000.0,550293000.0,8534000.0,27798000.0,63212000.0,722619000.0,0.0,1131934000.0,37724000.0,29450000.0,0.0,0.0,88679000.0,155853000.0,245680000.0,0.0,0.0,250445000.0,496125000.0,0.0,651978000.0,239000.0,281935000.0,-92908000.0,290690000.0,479956000.0,1131934000.0,0.0,275130000.0,88574000.0,-4104000.0,7129000.0,-5245000.0,1918000.0,21535000.0,5639000.0,15063000.0,-1830000.0,1493000.0,16194000.0,37427000.0,0.0,0.0,-879000.0,0.0,-2014000.0,-2893000.0,-1113000.0,244000.0,0.0,-1433000.0,-881000.0,-3183000.0,2969000.0,34320000.0,186806000.0,152486000.0,37427000.0,-1691000.0,35736000.0,2997.0,,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
61,CNXC,Concentrix Corporation Common Stock,2020,2,139,1,2020-08-31,1163693000.0,751161000.0,412532000.0,0.354502433201884,0.0,0.0,0.0,0.0,335770000.0,1086931000.0,9002000.0,68342000.0,144512000.0,0.1241839557340295,76763000.0,0.0659649924851314,-9595000.0,67168000.0,0.0577196906744304,21771000.0,45397000.0,0.0390111481292746,0.878085,0.878085,51700000.0,51700000.0,93341000.0,0.0,93341000.0,1039814000.0,0.0,233029000.0,1366184000.0,423438000.0,1835526000.0,835776000.0,2671302000.0,0.0,72956000.0,585514000.0,3753210000.0,0.0,5119394000.0,117796000.0,1721207000.0,25449000.0,0.0,801665000.0,2666117000.0,0.0,0.0,171743000.0,653567000.0,825310000.0,0.0,3491427000.0,0.0,0.0,-10562000.0,1638529000.0,1627967000.0,5119394000.0,0.0,1721207000.0,1627866000.0,45397000.0,68342000.0,-10975000.0,3834000.0,-28245000.0,-44185000.0,0.0,6150000.0,14825000.0,13023000.0,91376000.0,-37008000.0,-2306000.0,0.0,0.0,-11241000.0,-50555000.0,-47242000.0,0.0,0.0,0.0,0.0,-47242000.0,5299000.0,-1122000.0,97095000.0,98217000.0,91376000.0,-37008000.0,54368000.0,270000.0,Information Technology Services,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
62,CNXC,Concentrix Corporation Common Stock,2021,1,107,1,2021-05-31,1369878000.0,887149000.0,482729000.0,0.3523883148718353,0.0,0.0,0.0,0.0,354505000.0,1241654000.0,6745000.0,70824000.0,202594000.0,0.1478920020614974,128224000.0,0.0936024959886938,-3199000.0,125025000.0,0.0912672515362681,42121000.0,82904000.0,0.0605192579193183,1.59,1.57,51275000.0,52005000.0,131249000.0,0.0,131249000.0,1089387000.0,0.0,256236000.0,1476872000.0,399422000.0,1837900000.0,736877000.0,2574777000.0,0.0,41582000.0,609587000.0,3625368000.0,0.0,5102240000.0,109506000.0,0.0,29141000.0,0.0,750966000.0,889613000.0,959158000.0,0.0,128082000.0,595619000.0,1682859000.0,0.0,2572472000.0,5000.0,171715000.0,31550000.0,2326498000.0,2529768000.0,5102240000.0,0.0,959158000.0,827909000.0,82904000.0,70824000.0,3512000.0,8879000.0,39746000.0,37203000.0,0.0,12733000.0,-10190000.0,-2634000.0,203231000.0,-28808000.0,0.0,0.0,0.0,-3015000.0,-31823000.0,-524000000.0,0.0,-118000.0,0.0,372150000.0,-151968000.0,-6155000.0,13285000.0,132481000.0,119196000.0,203231000.0,-28808000.0,174423000.0,0.0,Information Technology Services,116989.85555555556,120848.29998888887,345.8272666666667,2236.0666666666666,2291.7285555555554,6.609944444444444
63,COF,Capital One Financial Corporation Common Stock,2020,3,0,1,2020-09-30,7238000000.0,0.0,0.0,0.0,0.0,2029000000.0,283000000.0,2227000000.0,4539000000.0,0.0,660000000.0,897000000.0,5059000000.0,0.6989499861840287,0.0,0.0,0.0,3502000000.0,0.4838353136225476,1096000000.0,2406000000.0,0.3324122685824813,5.07,5.06,457800000.0,458500000.0,44106000000.0,99853000000.0,143959000000.0,1551000000.0,0.0,256967000000.0,402477000000.0,4333000000.0,14648000000.0,425000000.0,15073000000.0,99853000000.0,0.0,-99853000000.0,19406000000.0,0.0,421883000000.0,332000000.0,0.0,0.0,0.0,0.0,0.0,42014000000.0,0.0,0.0,0.0,42014000000.0,321445000000.0,363459000000.0,7000000.0,37653000000.0,3833000000.0,16931000000.0,58424000000.0,421883000000.0,199706000000.0,141867000000.0,97761000000.0,2406000000.0,897000000.0,154000000.0,54000000.0,75000000.0,23000000.0,0.0,-48000000.0,402477000000.0,-729000000.0,2857000000.0,-201000000.0,0.0,-20621000000.0,7148000000.0,-302000000.0,-13976000000.0,-2036000000.0,63000000.0,-2000000.0,-114000000.0,1651000000.0,-438000000.0,0.0,-11557000000.0,45001000000.0,56558000000.0,2857000000.0,-201000000.0,2656000000.0,0.0,,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
64,COF,Capital One Financial Corporation Common Stock,2021,2,147,1,2021-06-30,7374000000.0,0.0,0.0,0.0,0.0,1781000000.0,620000000.0,0.0,0.0,0.0,396000000.0,859000000.0,5822000000.0,0.7895307838350963,0.0,0.0,0.0,4568000000.0,0.6194738269595877,1031000000.0,3536000000.0,0.479522647138595,7.65,7.62,450600000.0,452300000.0,34846000000.0,2098000000.0,36944000000.0,1372000000.0,0.0,263984000000.0,302300000000.0,4227000000.0,14654000000.0,473000000.0,15127000000.0,101766000000.0,0.0,0.0,121120000000.0,0.0,423420000000.0,301000000.0,0.0,0.0,0.0,0.0,0.0,35498000000.0,0.0,0.0,0.0,35498000000.0,323298000000.0,358796000000.0,7000000.0,46461000000.0,1792000000.0,16364000000.0,64624000000.0,423420000000.0,103864000000.0,35498000000.0,652000000.0,3536000000.0,859000000.0,229000000.0,87000000.0,-200000000.0,8000000.0,0.0,13000000.0,0.0,-453000000.0,4058000000.0,-163000000.0,0.0,-10304000000.0,7127000000.0,-11623000000.0,-14963000000.0,-2087000000.0,60000000.0,-1668000000.0,-241000000.0,-2345000000.0,-6281000000.0,0.0,-17186000000.0,35088000000.0,52274000000.0,4058000000.0,-163000000.0,3895000000.0,0.0,,35160.42857142857,36779.50389010989,103.9358021978022,523.8351648351648,540.9042307692308,1.5484285714285717
65,COKE,Coca-Cola Consolidated Inc. Common Stock,2021,1,880,2,2021-04-02,1269857000.0,821154000.0,448703000.0,0.3533492353863466,0.0,0.0,0.0,0.0,354519000.0,1175673000.0,8746000.0,43526000.0,125655000.0,0.0989520867310256,94184000.0,0.074168981231745,-20801000.0,73383000.0,0.0577883966462365,20020000.0,53363000.0,0.0420228419420454,5.69,5.67,9373000.0,9409000.0,51828000.0,0.0,51828000.0,534715000.0,257363000.0,82942000.0,926848000.0,1219096000.0,165903000.0,859990000.0,1025893000.0,0.0,0.0,112995000.0,2357984000.0,0.0,3284832000.0,227935000.0,25297000.0,8629000.0,0.0,422046000.0,683907000.0,1093547000.0,108590000.0,178551000.0,654895000.0,2035583000.0,0.0,2719490000.0,13064000.0,595300000.0,-117721000.0,74699000.0,565342000.0,3284832000.0,0.0,1118844000.0,1067016000.0,53363000.0,43526000.0,19980000.0,0.0,-47795000.0,-34577000.0,-31606000.0,13192000.0,-26044000.0,12836000.0,81910000.0,-37204000.0,-514000.0,0.0,0.0,-1924000.0,-39642000.0,-32697000.0,0.0,0.0,-2343000.0,-10193000.0,-45233000.0,0.0,-2965000.0,51828000.0,54793000.0,81910000.0,-39202000.0,42708000.0,0.0,,116989.85555555556,120848.29998888887,345.8272666666667,2236.0666666666666,2291.7285555555554,6.609944444444444
66,CPS,Cooper-Standard Holdings Inc. Common Stock,2020,3,197,1,2020-09-30,683200000.0,598714000.0,84486000.0,0.1236621779859484,0.0,60059000.0,60059000.0,-58390000.0,61728000.0,660442000.0,17985000.0,36504000.0,56484000.0,0.082675644028103,18786000.0,0.0274970725995316,-14463000.0,4323000.0,0.0063275761124121,-2386000.0,4381000.0,0.0064124707259953,0.26,0.26,16927924.0,17014955.0,462666000.0,0.0,462666000.0,477408000.0,148800000.0,166085000.0,1254959000.0,994307000.0,142079000.0,69690000.0,211769000.0,0.0,0.0,176956000.0,1383032000.0,0.0,2637991000.0,372845000.0,75786000.0,0.0,0.0,231405000.0,680036000.0,982659000.0,0.0,0.0,343961000.0,1326620000.0,0.0,2006656000.0,17000.0,377449000.0,-259231000.0,496468000.0,614703000.0,2621359000.0,0.0,1058445000.0,595779000.0,4381000.0,36504000.0,-3256000.0,2042000.0,58354000.0,0.0,0.0,0.0,574923000.0,1677000.0,99702000.0,0.0,0.0,0.0,0.0,-27393000.0,-27393000.0,-1711000.0,0.0,0.0,0.0,-5808000.0,-7519000.0,-1682000.0,74386000.0,465173000.0,390787000.0,99702000.0,-10533000.0,89169000.0,0.0,,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
67,CRC,California Resources Corporation Common Stock,2020,3,55,1,2020-09-30,409000000.0,282000000.0,127000000.0,0.310513447432763,0.0,64000000.0,0.0,0.0,140000000.0,422000000.0,28000000.0,0.0,-1000000.0,-0.0024449877750611,-13000000.0,-0.0317848410757946,6000000.0,-7000000.0,-0.0171149144254279,0.0,-29000000.0,-0.0709046454767726,-0.585858585858586,-0.585858585858586,49500000.0,49500000.0,122000000.0,0.0,122000000.0,196000000.0,61000000.0,41000000.0,420000000.0,4360000000.0,0.0,0.0,0.0,0.0,0.0,76000000.0,4436000000.0,0.0,4856000000.0,221000000.0,744000000.0,64000000.0,0.0,165000000.0,1194000000.0,4516000000.0,0.0,0.0,1419000000.0,5935000000.0,0.0,7129000000.0,0.0,-7466000000.0,-23000000.0,5148000000.0,-2341000000.0,4788000000.0,0.0,5260000000.0,5138000000.0,-29000000.0,0.0,0.0,0.0,23000000.0,0.0,0.0,0.0,-774000000.0,54000000.0,48000000.0,0.0,0.0,-1000000.0,0.0,0.0,-1000000.0,-782000000.0,0.0,0.0,0.0,731000000.0,-51000000.0,0.0,-4000000.0,122000000.0,126000000.0,48000000.0,0.0,48000000.0,1000.0,Oil & Gas E&P,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
68,CRC,California Resources Corporation Common Stock,2021,1,50,1,2021-03-31,576000000.0,343000000.0,233000000.0,0.404513888888889,0.0,48000000.0,0.0,42000000.0,90000000.0,433000000.0,13000000.0,52000000.0,-29000000.0,-0.0503472222222222,-73000000.0,-0.126736111111111,-16000000.0,-89000000.0,-0.154513888888889,0.0,-94000000.0,-0.163194444444444,-1.13,-1.13,83300000.0,83300000.0,130000000.0,0.0,130000000.0,245000000.0,59000000.0,27000000.0,461000000.0,2625000000.0,0.0,0.0,0.0,0.0,0.0,94000000.0,2719000000.0,0.0,3180000000.0,213000000.0,10000000.0,44000000.0,0.0,355000000.0,622000000.0,622000000.0,0.0,0.0,855000000.0,1477000000.0,0.0,2099000000.0,1000000.0,-217000000.0,-8000000.0,1270000000.0,1046000000.0,3145000000.0,0.0,632000000.0,502000000.0,-94000000.0,0.0,0.0,0.0,-17000000.0,0.0,0.0,0.0,-161000000.0,258000000.0,147000000.0,0.0,0.0,-27000000.0,5000000.0,2000000.0,-20000000.0,-615000000.0,0.0,0.0,0.0,590000000.0,-25000000.0,0.0,102000000.0,130000000.0,28000000.0,147000000.0,0.0,147000000.0,0.0,Oil & Gas E&P,116989.85555555556,120848.29998888887,345.8272666666667,2236.0666666666666,2291.7285555555554,6.609944444444444
