,Symbol,Company,Year,Quarter,Number of Workers,Number of Layoffs,statement_date,revenue,costOfRevenue,grossProfit,grossProfitRatio,ResearchAndDevelopmentExpenses,GeneralAndAdministrativeExpenses,SellingAndMarketingExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestExpense,depreciationAndAmortization,EBITDA,EBITDARatio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,EPS,EPSDiluted,weightedAverageShsOut,weightedAverageShsOutDil,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferrredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,totalLiabilities,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalLiabilitiesAndStockholdersEquity,totalInvestments,totalDebt,netDebt,netIncome_cash-flow-statement,depreciationAndAmortization_cash-flow-statement,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory_cash-flow-statement,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivites,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,employee_count,industry
10,ADVM,Adverum Biotechnologies Inc. Common Stock,2022,3,78,1,2022-09-30,0.0,0.0,0.0,0.0,23849000.0,17188000.0,0.0,0.0,41037000.0,0.0,0.0,2936000.0,-37178000.0,0.0,0.0,0.0,0.0,-40114000.0,0.0,17000.0,-40131000.0,0.0,-0.4,-0.4,99475000.0,99475000.0,84430000.0,118834000.0,203264000.0,0.0,0.0,9979000.0,213243000.0,116461000.0,0.0,0.0,0.0,0.0,0.0,2658000.0,119119000.0,0.0,332362000.0,846000.0,11236000.0,0.0,0.0,16539000.0,28621000.0,94464000.0,0.0,0.0,940000.0,95404000.0,0.0,124025000.0,10000.0,-769876000.0,-1953000.0,980156000.0,208337000.0,332362000.0,0.0,105700000.0,21270000.0,-78039000.0,2936000.0,0.0,9884000.0,0.0,0.0,0.0,-2322000.0,0.0,0.0,-60737000.0,-5198000.0,0.0,-53858000.0,167807000.0,0.0,108751000.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0.0,-7440000.0,86933000.0,94373000.0,-60737000.0,-5198000.0,-65935000.0,0.0,
11,AFIB,Acutus Medical Inc. Common Stock,2022,1,55,1,2022-03-31,3681000.0,6941000.0,-3260000.0,-0.8856289051888074,8003000.0,0.0,0.0,0.0,22388000.0,29329000.0,1411000.0,1887000.0,-36719000.0,-9.975278456941048,-38630000.0,-10.494430861179028,-1387000.0,-40017000.0,-10.87123064384678,0.0,-40017000.0,-10.87123064384678,-1.42,-1.42,28118090.0,28118090.0,12319000.0,62292000.0,74611000.0,2978000.0,17620000.0,9214000.0,104423000.0,17320000.0,0.0,4853000.0,4853000.0,4014000.0,0.0,1032000.0,27219000.0,0.0,131642000.0,4781000.0,501000.0,190000.0,430000.0,11412000.0,17314000.0,45264000.0,0.0,0.0,302000.0,45566000.0,0.0,62880000.0,28000.0,-518715000.0,-440000.0,587889000.0,68762000.0,131642000.0,66306000.0,45765000.0,33446000.0,-40017000.0,1887000.0,0.0,3032000.0,-5095000.0,655000.0,-1212000.0,-2641000.0,0.0,12584000.0,-27609000.0,-1088000.0,0.0,0.0,17087000.0,0.0,15999000.0,0.0,0.0,0.0,0.0,-42000.0,-42000.0,-100000.0,-11752000.0,12469000.0,24221000.0,-27609000.0,-1088000.0,-28697000.0,0.0,
12,AIG,American International Group Inc. New Common Stock,2021,4,55,1,2021-12-31,13915000000.0,0.0,0.0,0.0,0.0,2244000000.0,0.0,0.0,0.0,8867000000.0,297000000.0,1043000000.0,6028000000.0,0.433201581027668,0.0,0.0,0.0,5048000000.0,0.3627739849083722,942000000.0,3746000000.0,0.2692058929213079,4.39,4.34,852765263.0,864019494.0,2198000000.0,290559000000.0,292757000000.0,12409000000.0,0.0,0.0,0.0,0.0,4056000000.0,0.0,4056000000.0,297576000000.0,0.0,0.0,0.0,596112000000.0,596112000000.0,0.0,0.0,0.0,0.0,0.0,0.0,30163000000.0,0.0,0.0,0.0,0.0,527200000000.0,527200000000.0,4766000000.0,23785000000.0,6687000000.0,30233000000.0,65956000000.0,593156000000.0,588135000000.0,30163000000.0,27965000000.0,4106000000.0,1043000000.0,0.0,0.0,-402000000.0,0.0,0.0,0.0,850000000.0,-4232000000.0,515000000.0,0.0,4546000000.0,-23924000000.0,18979000000.0,43000000.0,-356000000.0,-1980000000.0,0.0,-941000000.0,-271000000.0,2217000000.0,-975000000.0,-27000000.0,-407000000.0,2427000000.0,2834000000.0,515000000.0,0.0,515000000.0,0.0,
13,AKBA,Akebia Therapeutics Inc. Common Stock,2022,2,91,1,2022-06-30,126759000.0,18600000.0,108159000.0,0.8532648569332355,26027000.0,33699000.0,0.0,0.0,59726000.0,78326000.0,5037000.0,9426000.0,43739000.0,0.3450563668063017,33902000.0,0.2674524096908306,-4626000.0,29276000.0,0.2309579595926127,0.0,29276000.0,0.2309579595926127,0.16,0.15,183597766.0,190375317.0,143893000.0,0.0,143893000.0,81869000.0,36272000.0,42129000.0,304163000.0,37529000.0,55053000.0,90106000.0,145159000.0,0.0,0.0,34953000.0,217641000.0,0.0,521804000.0,24944000.0,102580000.0,0.0,5047000.0,101109000.0,233680000.0,31733000.0,43296000.0,0.0,150795000.0,225824000.0,0.0,459504000.0,2000.0,-1493496000.0,6000.0,1555788000.0,62300000.0,521804000.0,0.0,134313000.0,-9580000.0,29276000.0,9426000.0,0.0,6917000.0,-70492000.0,-17287000.0,6406000.0,-1449000.0,-27453000.0,-5787000.0,-30660000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76000.0,0.0,0.0,67000.0,-9000.0,0.0,-30669000.0,146981000.0,177650000.0,-30660000.0,0.0,-30660000.0,0.0,
14,ALLK,Allakos Inc. Common Stock,2022,1,61,1,2022-03-31,0.0,0.0,0.0,0.0,176807000.0,18844000.0,0.0,0.0,195651000.0,195651000.0,83000.0,2123000.0,-194817000.0,0.0,-195651000.0,0.0,-1372000.0,-197023000.0,0.0,0.0,-197023000.0,0.0,-3.6,-3.6,54686000.0,54686000.0,36294000.0,210407000.0,246701000.0,0.0,0.0,11466000.0,258167000.0,75227000.0,0.0,0.0,0.0,0.0,0.0,12389000.0,87616000.0,0.0,345783000.0,9128000.0,2915000.0,0.0,0.0,25509000.0,37552000.0,48355000.0,0.0,0.0,0.0,48355000.0,0.0,85907000.0,54000.0,-809847000.0,-469000.0,1070138000.0,259876000.0,345783000.0,0.0,51270000.0,14976000.0,-197023000.0,2123000.0,0.0,11392000.0,7678000.0,0.0,0.0,-5053000.0,0.0,1543000.0,-174287000.0,-2589000.0,0.0,-19988000.0,79989000.0,0.0,57412000.0,0.0,0.0,0.0,0.0,347000.0,347000.0,0.0,-116528000.0,38569000.0,155097000.0,-174287000.0,-2589000.0,-176876000.0,0.0,
15,AMGN,Amgen Inc. Common Stock,2022,3,2,1,2022-09-30,6652000000.0,1588000000.0,5064000000.0,0.7612748045700541,1112000000.0,0.0,0.0,5000000.0,2404000000.0,3992000000.0,368000000.0,837000000.0,3597000000.0,0.5407396271797955,2660000000.0,0.3998797354179194,-268000000.0,2392000000.0,0.359591100420926,249000000.0,2143000000.0,0.3221587492483463,4.01,3.98,535000000.0,538000000.0,9502000000.0,1976000000.0,11478000000.0,5326000000.0,4757000000.0,2501000000.0,24062000000.0,5188000000.0,14845000000.0,13266000000.0,28111000000.0,0.0,0.0,6339000000.0,39638000000.0,0.0,63700000000.0,1204000000.0,1543000000.0,0.0,0.0,11584000000.0,14331000000.0,37161000000.0,0.0,0.0,8555000000.0,45716000000.0,0.0,60047000000.0,32371000000.0,-28066000000.0,-652000000.0,28724000000.0,3653000000.0,63700000000.0,0.0,38704000000.0,29202000000.0,2143000000.0,837000000.0,-333000000.0,0.0,310000000.0,-62000000.0,-241000000.0,-44000000.0,0.0,21000000.0,2978000000.0,-160000000.0,0.0,-387000000.0,400000000.0,-120000000.0,-267000000.0,0.0,0.0,0.0,-1038000000.0,2626000000.0,1588000000.0,0.0,4299000000.0,9502000000.0,5203000000.0,2978000000.0,-160000000.0,2818000000.0,0.0,Drug Manufacturers—General
16,ATRA,Atara Biotherapeutics Inc. Common Stock,2022,1,140,1,2022-03-31,7314000.0,0.0,0.0,0.0,74963000.0,20571000.0,0.0,0.0,95534000.0,95534000.0,115000.0,1591000.0,-86399000.0,-11.812824719715614,-88220000.0,-12.061799289034727,115000.0,-88105000.0,-12.046076018594476,0.0,-88105000.0,-12.046076018594476,-0.87,-0.87,100726000.0,100726000.0,101669000.0,200142000.0,301811000.0,668000.0,0.0,11910000.0,314389000.0,28042000.0,0.0,0.0,0.0,0.0,0.0,54849000.0,82891000.0,0.0,397280000.0,11945000.0,0.0,0.0,50943000.0,38674000.0,101562000.0,17453000.0,45000000.0,0.0,8949000.0,71402000.0,0.0,172964000.0,9000.0,-1552827000.0,-1892000.0,1779026000.0,224316000.0,397280000.0,0.0,17453000.0,-84216000.0,-88105000.0,1591000.0,0.0,14335000.0,-13482000.0,318000.0,0.0,-4588000.0,-9294000.0,1132000.0,-84529000.0,-2605000.0,0.0,-26427000.0,89247000.0,0.0,60215000.0,-64000.0,20539000.0,0.0,0.0,-624000.0,19851000.0,0.0,-4463000.0,103015000.0,107478000.0,-84529000.0,-2605000.0,-87134000.0,0.0,
17,ATRA,Atara Biotherapeutics Inc. Common Stock,2022,3,77,1,2022-09-30,4459000.0,0.0,0.0,0.0,70157000.0,18924000.0,0.0,0.0,89081000.0,89081000.0,541000.0,1369000.0,-82171000.0,-18.42812289751065,-84622000.0,-18.97779771249159,541000.0,-84081000.0,-18.856470060551693,10000.0,-84091000.0,-18.85871271585557,-0.82,-0.82,102423000.0,102423000.0,65114000.0,200290000.0,265404000.0,249000.0,0.0,17393000.0,283046000.0,78104000.0,0.0,0.0,0.0,0.0,0.0,7166000.0,85270000.0,0.0,368316000.0,11296000.0,0.0,0.0,2662000.0,58286000.0,72244000.0,61072000.0,42338000.0,0.0,5549000.0,108959000.0,0.0,181203000.0,9000.0,-1618452000.0,-2959000.0,0.0,187113000.0,368316000.0,0.0,61072000.0,-4042000.0,-84091000.0,1369000.0,0.0,14023000.0,707000.0,388000.0,0.0,-1376000.0,1288000.0,2935000.0,-65057000.0,-132000.0,0.0,-16074000.0,75903000.0,0.0,59697000.0,-206000.0,0.0,0.0,0.0,-8000.0,-214000.0,0.0,-5574000.0,66460000.0,72034000.0,-65057000.0,-132000.0,-65189000.0,0.0,
18,BAFN,BayFirst Financial Corp. Common Stock,2022,3,137,3,2022-09-30,11284000.0,0.0,0.0,0.0,0.0,0.0,662000.0,0.0,662000.0,0.0,2114000.0,1287000.0,2774000.0,0.245834810350939,3083000.0,0.273218716767104,983000.0,4066000.0,0.360333215171925,983000.0,-1610000.0,-0.142679900744417,-0.39,-0.39,4083333.0,4083333.0,36496000.0,42915000.0,79411000.0,3789000.0,0.0,0.0,83200000.0,35764000.0,0.0,0.0,0.0,0.0,1937000.0,0.0,37701000.0,809374000.0,930275000.0,0.0,6313000.0,0.0,0.0,0.0,6313000.0,0.0,0.0,0.0,833325000.0,833325000.0,0.0,839638000.0,52770000.0,32686000.0,-3780000.0,8961000.0,90637000.0,930275000.0,0.0,6313000.0,-30183000.0,3365000.0,1287000.0,-313000.0,515000.0,0.0,0.0,0.0,0.0,0.0,0.0,283437000.0,0.0,0.0,-23894000.0,2234000.0,-355849000.0,-377509000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67936000.0,283437000.0,0.0,283437000.0,0.0,
19,BALL,Ball Corporation Common Stock,2022,3,120,1,2022-09-30,3951000000.0,3275000000.0,676000000.0,0.1710959250822576,0.0,0.0,0.0,157000000.0,316000000.0,3591000000.0,79000000.0,157000000.0,666000000.0,0.1685649202733485,360000000.0,0.0911161731207289,84000000.0,444000000.0,0.1123766135155656,38000000.0,392000000.0,0.0992153885092381,1.25,1.24,314054000.0,317061000.0,473000000.0,0.0,473000000.0,2877000000.0,2201000000.0,261000000.0,5812000000.0,7181000000.0,4119000000.0,1410000000.0,5529000000.0,193000000.0,112000000.0,1226000000.0,14241000000.0,0.0,20053000000.0,4527000000.0,559000000.0,0.0,0.0,1103000000.0,6189000000.0,8724000000.0,0.0,569000000.0,1022000000.0,10315000000.0,0.0,16504000000.0,1247000000.0,7316000000.0,-648000000.0,0.0,3479000000.0,19983000000.0,0.0,9283000000.0,8810000000.0,394000000.0,157000000.0,9000000.0,0.0,-149000000.0,0.0,0.0,0.0,0.0,-237000000.0,174000000.0,0.0,450000000.0,0.0,0.0,-406000000.0,44000000.0,-551000000.0,0.0,-14000000.0,-63000000.0,417000000.0,-211000000.0,-17000000.0,-10000000.0,496000000.0,506000000.0,174000000.0,-443000000.0,-269000000.0,0.0,
20,BBBY,Bed Bath & Beyond Inc. Common Stock,2021,4,105,1,2021-02-27,2619141000.0,1793653000.0,825488000.0,0.3151750898481601,0.0,0.0,0.0,0.0,762998000.0,2556651000.0,18566000.0,78328000.0,54676000.0,0.0208755466009657,-23652000.0,-0.0090304416600709,-18566000.0,-42218000.0,-0.0161190252834803,-51277000.0,9059000.0,0.0034587675883047,0.08,0.08,115055000.0,117286000.0,1352984000.0,0.0,1352984000.0,318100000.0,1671909000.0,277052000.0,3620045000.0,2505519000.0,0.0,0.0,0.0,19545000.0,0.0,311821000.0,2836885000.0,0.0,6456930000.0,986045000.0,360061000.0,0.0,312486000.0,636329000.0,2294921000.0,2700130000.0,0.0,0.0,184943000.0,2885073000.0,0.0,5179994000.0,3432000.0,10225253000.0,-55600000.0,-8896149000.0,1276936000.0,6456930000.0,0.0,3060191000.0,1707207000.0,9059000.0,78328000.0,192095000.0,8530000.0,-243370000.0,0.0,156182000.0,70843000.0,-43621000.0,31064000.0,75706000.0,0.0,51748000.0,0.0,0.0,-65761000.0,-14013000.0,0.0,0.0,-150378000.0,-45000.0,0.0,-150423000.0,1747000.0,-86983000.0,1407224000.0,1494207000.0,75706000.0,-65761000.0,9945000.0,0.0,
21,BBBY,Bed Bath & Beyond Inc. Common Stock,2022,1,42,2,2022-05-28,1463418000.0,1114106000.0,349312000.0,0.2386959843325693,0.0,0.0,0.0,0.0,637508000.0,1751614000.0,16448000.0,71103000.0,-268055000.0,-0.1831704953745273,-339158000.0,-0.2317574336245693,-16448000.0,-355606000.0,-0.2429968744405221,2060000.0,-357666000.0,-0.2444045378695629,-4.49,-4.49,79611000.0,79611000.0,107543000.0,0.0,107543000.0,0.0,1759586000.0,190179000.0,2057308000.0,2716708000.0,0.0,0.0,0.0,18983000.0,0.0,156103000.0,2891794000.0,0.0,4949102000.0,816578000.0,334891000.0,0.0,325232000.0,549754000.0,2026455000.0,2941740000.0,0.0,0.0,201205000.0,3142945000.0,0.0,5169400000.0,3446000.0,9308530000.0,-47357000.0,-9484917000.0,-220298000.0,4949102000.0,0.0,3276631000.0,3169088000.0,-357666000.0,71103000.0,-2299000.0,7123000.0,-129101000.0,0.0,-34757000.0,-47597000.0,-13096000.0,27289000.0,-383551000.0,0.0,0.0,0.0,0.0,-104852000.0,-104852000.0,0.0,0.0,-43028000.0,-271000.0,200000000.0,156701000.0,-251000.0,-331953000.0,138931000.0,470884000.0,-383551000.0,-104852000.0,-488403000.0,0.0,
22,BBBY,Bed Bath & Beyond Inc. Common Stock,2022,3,358,2,2022-11-26,1259112000.0,980249000.0,278863000.0,0.2214759290674697,0.0,0.0,0.0,0.0,583588000.0,1563837000.0,33527000.0,88925000.0,-267628000.0,-0.2125529738418822,-304725000.0,-0.242015801612565,-85355000.0,-390080000.0,-0.3098056408008183,2886000.0,-392966000.0,-0.3120977323701148,-4.33,-4.33,90708000.0,90708000.0,153521000.0,0.0,153521000.0,0.0,1436150000.0,288503000.0,1878174000.0,2372191000.0,0.0,0.0,0.0,21451000.0,0.0,129610000.0,2523252000.0,0.0,4401426000.0,697889000.0,313368000.0,93386000.0,0.0,558293000.0,1662936000.0,3323840000.0,0.0,0.0,213293000.0,3537133000.0,0.0,5200069000.0,3823000.0,8549536000.0,-48547000.0,0.0,-798643000.0,4401426000.0,0.0,3637208000.0,3483687000.0,-392966000.0,88925000.0,0.0,2312000.0,-5859000.0,0.0,138255000.0,-47391000.0,0.0,0.0,-307588000.0,0.0,0.0,0.0,0.0,-95594000.0,-95594000.0,-1040000.0,118975000.0,-2680000.0,-13000.0,347529000.0,462771000.0,-646000.0,58943000.0,225659000.0,166716000.0,-307588000.0,-95594000.0,-403182000.0,0.0,
23,BBBY,Bed Bath & Beyond Inc. Common Stock,2022,4,36,1,2022-02-26,2051396000.0,1471588000.0,579808000.0,0.2826406993091533,0.0,0.0,0.0,0.0,682605000.0,2154193000.0,16809000.0,78884000.0,-86597000.0,-0.0422136925293799,-165481000.0,-0.0806675064200183,-16809000.0,-182290000.0,-0.0888614387470776,-23185000.0,-159105000.0,-0.0775593790764923,-1.79,-1.79,88683000.0,88683000.0,439496000.0,0.0,439496000.0,26500000.0,1725410000.0,171748000.0,2363154000.0,2590244000.0,0.0,0.0,0.0,19212000.0,0.0,157962000.0,2767418000.0,0.0,5130572000.0,872445000.0,346506000.0,0.0,326465000.0,529371000.0,2074787000.0,2687778000.0,0.0,0.0,193862000.0,2881640000.0,0.0,4956427000.0,3441000.0,9666091000.0,-46014000.0,-9449373000.0,174145000.0,5130572000.0,0.0,3034284000.0,2594788000.0,-159105000.0,78884000.0,-726000.0,8186000.0,338078000.0,0.0,187183000.0,-60377000.0,2545000.0,17277000.0,282594000.0,0.0,0.0,0.0,0.0,-121715000.0,-121715000.0,-1038000.0,0.0,-230510000.0,18000.0,0.0,-231530000.0,1094000.0,-69557000.0,470884000.0,540441000.0,282594000.0,-121715000.0,160879000.0,0.0,
24,BBWI,Bath & Body Works Inc.,2022,3,11,1,2022-10-29,1604000000.0,926000000.0,678000000.0,0.4226932668329177,0.0,476000000.0,0.0,0.0,476000000.0,1402000000.0,86000000.0,56000000.0,261000000.0,0.162718204488778,202000000.0,0.1259351620947631,-83000000.0,119000000.0,0.0741895261845386,28000000.0,91000000.0,0.0567331670822942,0.399232,0.399232,228000000.0,229144000.0,295000000.0,0.0,295000000.0,242000000.0,1269000000.0,142000000.0,1948000000.0,2195000000.0,628000000.0,165000000.0,793000000.0,0.0,41000000.0,156000000.0,3185000000.0,0.0,5133000000.0,632000000.0,175000000.0,0.0,0.0,645000000.0,1452000000.0,5899000000.0,0.0,158000000.0,232000000.0,6289000000.0,0.0,7741000000.0,122000000.0,-2789000000.0,79000000.0,-21000000.0,-2609000000.0,5132000000.0,0.0,6074000000.0,5779000000.0,91000000.0,56000000.0,1000000.0,11000000.0,-173000000.0,-58000000.0,-302000000.0,169000000.0,6000000.0,0.0,-14000000.0,0.0,0.0,0.0,0.0,-90000000.0,-90000000.0,0.0,0.0,0.0,-46000000.0,-7000000.0,-53000000.0,0.0,-157000000.0,295000000.0,452000000.0,-14000000.0,-91000000.0,-105000000.0,0.0,
25,BMRN,BioMarin Pharmaceutical Inc. Common Stock,2022,4,94,1,2022-12-31,537538000.0,127290000.0,410248000.0,0.7631981366898712,172751000.0,0.0,0.0,143548000.0,562038000.0,689328000.0,3626000.0,27596000.0,-13932000.0,-0.0259181676458222,-24500000.0,-0.0455781730779963,6942000.0,-17558000.0,-0.0326637372613657,17309000.0,-34867000.0,-0.0648642514575713,-0.19,-0.19,186028000.0,186028000.0,724531000.0,567006000.0,1291537000.0,461316000.0,894083000.0,104521000.0,2751457000.0,1073366000.0,196199000.0,338569000.0,534768000.0,333835000.0,1505412000.0,176236000.0,3623617000.0,0.0,6375074000.0,0.0,0.0,0.0,0.0,588884000.0,588884000.0,1083019000.0,0.0,0.0,100015000.0,1183034000.0,0.0,1771918000.0,-8673000.0,-789199000.0,-3867000.0,5404895000.0,4603156000.0,6375074000.0,900841000.0,1083019000.0,358488000.0,-249000.0,27596000.0,-51344000.0,46734000.0,0.0,-28281000.0,-40845000.0,61416000.0,0.0,0.0,6786000.0,-35688000.0,0.0,-154427000.0,142751000.0,-7346000.0,-54710000.0,-970000.0,0.0,0.0,0.0,11839000.0,10869000.0,71000.0,-36984000.0,724531000.0,761515000.0,6786000.0,-25778000.0,-18992000.0,0.0,
26,BMY,Bristol-Myers Squibb Company Common Stock,2022,3,261,1,2022-09-30,11218000000.0,2353000000.0,8865000000.0,0.790247816009984,2418000000.0,0.0,0.0,2308000000.0,6656000000.0,9009000000.0,0.0,2588000000.0,4795000000.0,0.427438045997504,2209000000.0,0.1969156712426457,0.0,2209000000.0,0.1969156712426457,601000000.0,1606000000.0,0.1431627741130326,0.75,0.75,2133000000.0,2149000000.0,7734000000.0,1293000000.0,9027000000.0,9613000000.0,2074000000.0,6082000000.0,26796000000.0,6035000000.0,21112000000.0,38179000000.0,59291000000.0,0.0,1329000000.0,4745000000.0,71400000000.0,0.0,98196000000.0,2595000000.0,2132000000.0,0.0,0.0,14203000000.0,18930000000.0,36966000000.0,0.0,2881000000.0,6685000000.0,46532000000.0,0.0,65462000000.0,292000000.0,24675000000.0,-841000000.0,8545000000.0,32671000000.0,98133000000.0,0.0,39098000000.0,31364000000.0,1608000000.0,2588000000.0,-645000000.0,115000000.0,21000000.0,-557000000.0,-16000000.0,-300000000.0,0.0,0.0,3687000000.0,0.0,-3855000000.0,-274000000.0,1480000000.0,568000000.0,-2081000000.0,-2785000000.0,0.0,-585000000.0,-1154000000.0,-19000000.0,-4543000000.0,-66000000.0,-3003000000.0,7957000000.0,10960000000.0,3687000000.0,-247000000.0,3440000000.0,0.0,
27,BSX,Boston Scientific Corporation Common Stock,2021,4,170,1,2021-12-31,3127000000.0,983000000.0,2144000000.0,0.6856411896386313,320000000.0,0.0,0.0,192000000.0,1665000000.0,2648000000.0,87000000.0,290000000.0,498000000.0,0.1592580748321074,180000000.0,0.0575631595778701,-61000000.0,119000000.0,0.0380556443875919,26000000.0,95000000.0,0.0303805564438759,0.06,0.06,1425200000.0,1436200000.0,1925000000.0,0.0,1925000000.0,1778000000.0,1610000000.0,1004000000.0,6317000000.0,2686000000.0,11988000000.0,6120000000.0,18108000000.0,412000000.0,4142000000.0,563000000.0,25911000000.0,1000000.0,32229000000.0,794000000.0,261000000.0,209000000.0,208000000.0,2802000000.0,4274000000.0,9190000000.0,276000000.0,310000000.0,1557000000.0,11333000000.0,0.0,15607000000.0,17000000.0,-1392000000.0,263000000.0,17735000000.0,16623000000.0,32230000000.0,0.0,9451000000.0,7526000000.0,95000000.0,290000000.0,-75000000.0,49000000.0,-35000000.0,-148000000.0,-31000000.0,0.0,0.0,154000000.0,478000000.0,-266000000.0,-219000000.0,0.0,-50000000.0,74000000.0,-461000000.0,0.0,0.0,0.0,-13000000.0,5000000.0,-8000000.0,-1000000.0,9000000.0,2168000000.0,2159000000.0,478000000.0,-266000000.0,212000000.0,0.0,Medical Devices
28,CHRD,Chord Energy Corporation Common Stock,2022,3,104,1,2022-09-30,1188843000.0,297444000.0,891399000.0,0.749803800838294,0.0,102226000.0,0.0,252619000.0,354845000.0,652289000.0,8645000.0,141047000.0,1032750000.0,0.86870175456305,537309000.0,0.451959594328267,402993000.0,940302000.0,0.7909387530565433,1307000.0,881751000.0,0.7416883474100449,21.34,20.45,41318000.0,43107000.0,658857000.0,0.0,658857000.0,717149000.0,60956000.0,16982000.0,1453944000.0,4683018000.0,70534000.0,40277000.0,110811000.0,0.0,183495000.0,123867000.0,5101191000.0,0.0,6555135000.0,32709000.0,11870000.0,575372000.0,0.0,868814000.0,1488765000.0,408162000.0,0.0,0.0,187395000.0,595557000.0,0.0,2084322000.0,438000.0,1225598000.0,0.0,3244777000.0,4470813000.0,6555135000.0,0.0,420032000.0,-238825000.0,881751000.0,227856000.0,66675000.0,30688000.0,-423327000.0,99681000.0,16239000.0,0.0,0.0,0.0,783643000.0,0.0,-285813000.0,0.0,428231000.0,-316436000.0,-174018000.0,-341000.0,0.0,-124845000.0,-360246000.0,-36450000.0,-521882000.0,0.0,484074000.0,1055188000.0,571114000.0,783643000.0,-188815000.0,594828000.0,0.0,
29,COUR,Coursera Inc. Common Stock,2022,4,77,1,2022-12-31,142180000.0,54305000.0,87875000.0,0.6180545787030525,42835000.0,28998000.0,61919000.0,10149000.0,143901000.0,198206000.0,0.0,4996000.0,-50182000.0,-0.3529469686313124,-56026000.0,-0.3940497960331973,5844000.0,-50182000.0,-0.3529469686313124,1535000.0,-51717000.0,-0.3637431424954283,-0.35,-0.35,147177497.0,147177497.0,320817000.0,459654000.0,780471000.0,53734000.0,0.0,41783000.0,875988000.0,36701000.0,0.0,8553000.0,8553000.0,0.0,0.0,26355000.0,71609000.0,0.0,947597000.0,23342000.0,8658000.0,0.0,115701000.0,94740000.0,242441000.0,5791000.0,3076000.0,0.0,1714000.0,10581000.0,0.0,253022000.0,1000.0,-664123000.0,-718000.0,1359415000.0,694575000.0,947597000.0,0.0,14449000.0,-306368000.0,-51717000.0,4996000.0,0.0,34932000.0,8270000.0,461000.0,0.0,20101000.0,6853000.0,-1923000.0,-5442000.0,-192000.0,0.0,-306131000.0,210000000.0,-2299000.0,-98622000.0,0.0,0.0,0.0,0.0,85000.0,85000.0,0.0,-103979000.0,322878000.0,426857000.0,-5442000.0,-2409000.0,-7851000.0,0.0,
30,CSGP,CoStar Group Inc. Common Stock,2022,4,14,1,2022-12-31,573345000.0,109194000.0,464151000.0,0.8095492242890406,58403000.0,92161000.0,173486000.0,-213000.0,336989000.0,446183000.0,32586000.0,27902000.0,155064000.0,0.2704549616722915,127162000.0,0.2782530588040359,-213000.0,159535000.0,0.2782530588040359,35163000.0,124372000.0,0.2169234928359016,0.31,0.31,404185000.0,406087000.0,4967970000.0,0.0,4967970000.0,153945000.0,0.0,63952000.0,5185867000.0,401642000.0,2314759000.0,329306000.0,2644065000.0,0.0,9722000.0,16687000.0,3216603000.0,0.0,8402470000.0,28460000.0,36049000.0,10438000.0,103567000.0,194101000.0,372615000.0,1069531000.0,0.0,76202000.0,14001000.0,1159734000.0,0.0,1532349000.0,4066000.0,1829619000.0,-29075000.0,5065511000.0,6870121000.0,1532349000.0,0.0,1105580000.0,-3862390000.0,124372000.0,27902000.0,-9527000.0,21110000.0,-19686000.0,-10226000.0,0.0,21103000.0,-30624000.0,36019000.0,185031000.0,-14915000.0,58000.0,0.0,864000.0,-3639000.0,7431000.0,0.0,-470000.0,0.0,0.0,-20311000.0,-556000.0,1599000.0,-556000.0,4967970000.0,4774465000.0,185031000.0,-14915000.0,170116000.0,0.0,
